bea_code,bea_desc,naics_desc,naics_code,bea_naics_desc_agg,text_clean,eio_co2
333993,Packaging machinery manufacturing,Packaging machinery manufacturing,333993,Packaging machinery manufacturing. manufacturing,packaging machinery,0.2344390047405905
333993,Packaging machinery manufacturing,"Testing, weighing, inspecting, packaging machinery manufacturing",333993,"Testing, weighing, inspecting, packaging machinery manufacturing. Packaging manufacturing",testing weighing inspecting packaging machinery packaging,0.2344390047405905
333993,Packaging machinery manufacturing,"Thermoform, blister, and skin packaging machinery manufacturing",333993,"Thermoform, blister, and skin packaging machinery manufacturing. Packaging manufacturing",thermoform blister skin packaging machinery packaging,0.2344390047405905
333993,Packaging machinery manufacturing,"Wrapping (i.e., packaging) machinery manufacturing",333993,Wrapping () machinery manufacturing. Packaging manufacturing,wrapping machinery packaging,0.2344390047405905
334111,Electronic computer manufacturing,Analog computers manufacturing,334111,Analog computers manufacturing. Electronic computer manufacturing,analog computer electronic computer,0.0593061200069033
334111,Electronic computer manufacturing,Computer servers manufacturing,334111,Computer servers manufacturing. Electronic computer manufacturing,computer server electronic computer,0.0593061200069033
334111,Electronic computer manufacturing,Computers manufacturing,334111,Computers manufacturing. Electronic computer manufacturing,computer electronic computer,0.0593061200069033
334111,Electronic computer manufacturing,Digital computers manufacturing,334111,Digital computers manufacturing. Electronic computer manufacturing,digital computer electronic computer,0.0593061200069033
334111,Electronic computer manufacturing,"Hand held computers (e.g., PDAs) manufacturing",334111,Hand held computers () manufacturing. Electronic computer manufacturing,hand held computer electronic computer,0.0593061200069033
334111,Electronic computer manufacturing,Hybrid computers manufacturing,334111,Hybrid computers manufacturing. Electronic computer manufacturing,hybrid computer electronic computer,0.0593061200069033
